Temperature,Humidity,Air_Quality,Fan_Status,Heater_Status,Mister_Status
25.09147613430949,51.75583673969755,431,ON,OFF,OFF
27.14451610252998,50.91114117717443,652,ON,OFF,OFF
26.65628195685387,68.28907759207631,417,ON,OFF,OFF
17.98778440741523,61.586566774216756,559,OFF,ON,OFF
20.58273184553206,55.23342267362581,744,OFF,OFF,OFF
23.718552437943927,63.385310058433234,502,OFF,OFF,OFF
26.873006963570287,43.06411236416768,313,ON,OFF,ON
19.750585024795594,62.04039697883787,477,OFF,OFF,OFF
21.187659134034938,62.82456382277599,918,OFF,OFF,OFF
16.679956081550127,34.21409821231355,987,OFF,ON,ON
16.239937320832144,77.445834313637,100,OFF,ON,OFF
26.074851456466362,44.96888231789075,835,ON,OFF,ON
28.736919538980672,61.78141520387398,618,ON,OFF,OFF
21.744092985303034,80.36489338417663,792,OFF,OFF,OFF
27.010037319629163,76.2344415402411,413,ON,OFF,OFF
23.86725907684457,60.812944367289745,100,OFF,OFF,OFF
18.938102550392134,53.947184420294654,704,OFF,OFF,OFF
23.866081963621294,76.61222043997938,312,OFF,OFF,OFF
29.627009876044735,71.8921028374989,197,ON,OFF,OFF
21.921253136620063,49.520341525727716,215,OFF,OFF,ON
29.75728030583558,46.46614735566031,709,ON,OFF,ON
9.270179479647371,30.1,590,OFF,ON,ON
26.12076043868168,62.88389639342799,755,ON,OFF,OFF
22.522849662064782,58.78814073017517,726,OFF,OFF,OFF
20.63269646306636,79.87664126058502,446,OFF,OFF,OFF
22.545928353528165,66.4310877535949,536,OFF,OFF,OFF
12.365364482073263,83.30297479235408,423,OFF,ON,OFF
21.02112921040908,48.15354383245196,500,OFF,OFF,ON
23.845111887854785,79.91053396734075,305,OFF,OFF,OFF
29.332547296870224,51.06792914585618,655,ON,OFF,OFF
19.55916798902455,73.67243669163375,831,OFF,OFF,OFF
18.138211169765032,34.980351139755825,344,OFF,OFF,ON
19.640017808252168,64.28710057563725,884,OFF,OFF,OFF
26.57854199659812,30.1,583,ON,OFF,ON
23.706251910476716,55.597073133007015,616,OFF,OFF,OFF
19.50291210440164,67.83767337036726,117,OFF,OFF,OFF
24.609658534377473,51.205437775331674,100,OFF,OFF,OFF
22.571959696916753,42.04487612775142,591,OFF,OFF,ON
26.83922334495016,74.85797096515971,757,ON,OFF,OFF
18.65935238424635,58.42887617377144,381,OFF,OFF,OFF
20.492400297678127,51.74866579230551,984,OFF,OFF,OFF
20.1768675139256,60.94378684497441,743,OFF,OFF,OFF
14.931174464235768,90.0,321,OFF,ON,OFF
23.5464887537107,80.17615419146799,562,OFF,OFF,OFF
23.37480769543353,80.33309214069314,998,OFF,OFF,OFF
22.12169617032907,67.75449381552625,235,OFF,OFF,OFF
20.9481029796475,63.09935830851778,690,OFF,OFF,OFF
15.166892333866826,30.1,471,OFF,ON,ON
20.037147257248762,48.47161090477208,736,OFF,OFF,ON
20.418702694968854,51.90431332315754,880,OFF,OFF,OFF
18.16864683480625,30.1,455,OFF,OFF,ON
21.30699258179159,40.19400308418223,842,OFF,OFF,ON
24.07492547325138,30.1,998,OFF,OFF,ON
31.33157676328736,59.555871933250586,571,ON,OFF,OFF
22.951407162999054,74.38473417216042,756,OFF,OFF,OFF
23.357647516512298,79.36768817064716,402,OFF,OFF,OFF
21.732167142858565,67.39528441455425,559,OFF,OFF,OFF
12.70220350040559,43.550813139751625,509,OFF,ON,ON
21.966846231997707,30.1,759,OFF,OFF,ON
22.391552186782434,30.1,864,OFF,OFF,ON
34.15688995981645,38.26374034764724,526,ON,OFF,ON
21.154845666125155,44.84040217087934,948,OFF,OFF,ON
23.573060097755608,57.45505405417339,948,OFF,OFF,OFF
21.926708688422643,42.67245728091014,772,OFF,OFF,ON
16.374719473923665,66.08368928308793,421,OFF,ON,OFF
27.692011851553946,56.20026920320636,397,ON,OFF,OFF
25.77818432936497,60.401384015073276,345,ON,OFF,OFF
25.969615729880893,79.94687076434357,798,ON,OFF,OFF
17.64422683053334,39.79925508039171,242,OFF,ON,ON
28.96485301539365,67.46310795281244,728,ON,OFF,OFF
15.233085760910033,59.977171775064754,276,OFF,ON,OFF
24.969959377526777,54.44914542033042,766,OFF,OFF,OFF
32.82130558245396,75.53511098575748,559,ON,OFF,OFF
17.24691549454215,75.42711270650966,897,OFF,ON,OFF
19.324021466201636,43.84330291046194,848,OFF,OFF,ON
22.58456130388753,57.06729336531653,923,OFF,OFF,OFF
19.631603354131528,65.08428697779323,930,OFF,OFF,OFF
14.504488546849938,55.49552662273943,591,OFF,ON,OFF
22.432350067606997,70.3406223208333,256,OFF,OFF,OFF
16.89553664077132,65.08394675120743,283,OFF,ON,OFF
24.41540656050774,90.0,100,OFF,OFF,OFF
17.59508595855971,33.74294142727381,275,OFF,ON,ON
29.685262641742664,58.10061306131046,572,ON,OFF,OFF
18.261789741674885,44.50055379932813,410,OFF,OFF,ON
20.51982143039708,70.67083916476614,508,OFF,OFF,OFF
26.07970540527143,32.239574253261594,681,ON,OFF,ON
16.070250497167823,66.21062655519103,476,OFF,ON,OFF
23.21032224541998,49.318202035341265,266,OFF,OFF,ON
28.496535371458794,47.51689280301581,540,ON,OFF,ON
14.226294260916767,35.19246969742299,323,OFF,ON,ON
23.00064236412385,52.17245865673138,484,OFF,OFF,OFF
23.369067150045257,78.98231676384194,899,OFF,OFF,OFF
25.924527363500363,59.78312858768415,485,ON,OFF,OFF
16.040451024939138,71.07868465522486,998,OFF,ON,OFF
15.631599473077245,89.01957916931117,922,OFF,ON,OFF
24.652127778364225,64.7822718716083,405,OFF,OFF,OFF
23.550720906236723,50.55090776928192,268,OFF,OFF,OFF
23.32309323640532,68.30305052822781,541,OFF,OFF,OFF
23.792898321577876,50.801837486060066,851,OFF,OFF,OFF
18.767205050482353,51.49170462198115,428,OFF,OFF,OFF
23.23379288891768,33.922639691263825,788,OFF,OFF,ON
23.531566463590657,76.24448904644551,865,OFF,OFF,OFF
18.599138809148272,53.54053946894001,355,OFF,OFF,OFF
31.231640970923323,63.36948476146168,380,ON,OFF,OFF
24.41658402006689,42.295326152575726,737,OFF,OFF,ON
16.263943420761528,67.76143705692583,593,OFF,ON,OFF
25.311199068329763,47.03627049537217,378,ON,OFF,ON
17.324541148420728,57.76716762194479,464,OFF,ON,OFF
25.950289222513845,75.40655649773302,536,ON,OFF,OFF
27.769236563454427,73.9001794858007,152,ON,OFF,OFF
18.078534247550422,59.83777701217072,751,OFF,OFF,OFF
26.813426580201043,30.1,431,ON,OFF,ON
24.117668592275624,90.0,100,OFF,OFF,OFF
26.121532333157322,90.0,548,ON,OFF,OFF
31.383509879322183,72.72222184854581,363,ON,OFF,OFF
20.895220507962158,47.18744081430669,988,OFF,OFF,ON
18.40630795250528,58.25362375721268,404,OFF,OFF,OFF
17.741526745461048,50.81698861701486,272,OFF,ON,OFF
18.102388111266325,82.0854182459341,685,OFF,OFF,OFF
21.719164165515686,64.76059849948584,384,OFF,OFF,OFF
23.766967534521275,46.651787829281034,354,OFF,OFF,ON
23.451360482369772,52.074201302954485,685,OFF,OFF,OFF
26.14661538536824,79.61706418961265,287,ON,OFF,OFF
22.160318577878304,87.90287738557917,179,OFF,OFF,OFF
29.213278954310283,86.66121948598246,998,ON,OFF,OFF
20.80087933283779,73.31665055068969,703,OFF,OFF,OFF
35.41482529145903,55.84816187381148,486,ON,OFF,OFF
25.15997747376213,30.1,553,ON,OFF,ON
17.899948575241787,65.36021576978895,684,OFF,ON,OFF
16.853485268219185,60.18728822466162,804,OFF,ON,OFF
24.45888367280248,62.64081598706092,360,OFF,OFF,OFF
21.002568674206145,61.151428435937085,648,OFF,OFF,OFF
25.592463597527328,37.27272276226509,424,ON,OFF,ON
24.41366940175515,69.86288236889816,505,OFF,OFF,OFF
21.7400841189421,71.15716205483223,595,OFF,OFF,OFF
17.950690753696584,72.0243514295999,552,OFF,ON,OFF
14.679847547513393,76.5960452651285,743,OFF,ON,OFF
19.910487490613825,70.66987356411613,679,OFF,OFF,OFF
26.28965702330864,53.124841327717675,166,ON,OFF,OFF
23.144880311695914,58.99335097514212,205,OFF,OFF,OFF
15.997423944495313,61.7955170304167,459,OFF,ON,OFF
22.94456789302258,62.082280668359935,998,OFF,OFF,OFF
23.983204876552165,77.48950137030408,335,OFF,OFF,OFF
17.76922383607775,71.35530539849894,501,OFF,ON,OFF
22.84931064831273,90.0,416,OFF,OFF,OFF
22.38165480332831,90.0,412,OFF,OFF,OFF
16.500586616603044,61.5969784248108,600,OFF,ON,OFF
23.848415707772997,30.1,914,OFF,OFF,ON
24.842306009633205,81.61787405766424,671,OFF,OFF,OFF
27.399365475024343,50.86965568015679,347,ON,OFF,OFF
27.256159104306754,46.35212630814104,998,ON,OFF,ON
15.351481265884109,53.32526322486066,574,OFF,ON,OFF
17.504994147567235,52.49137380841901,406,OFF,ON,OFF
24.618313990988366,70.81205941026195,917,OFF,OFF,OFF
24.612197238841805,33.238490386079775,433,OFF,OFF,ON
24.618374795878868,41.572839731005786,982,OFF,OFF,ON
40.95994068499084,66.15605520822815,330,ON,OFF,OFF
24.891785714243046,70.99673847334834,922,OFF,OFF,OFF
27.656480147681876,71.3185034291595,606,ON,OFF,OFF
26.767528938431933,46.602090902948675,886,ON,OFF,ON
25.28592375545883,43.29355314291193,998,ON,OFF,ON
20.55307693326316,51.45343129912919,263,OFF,OFF,OFF
25.812634065585687,64.36906519142867,882,ON,OFF,OFF
18.31284644160004,85.91978149722001,192,OFF,OFF,OFF
20.93717750822502,30.1,285,OFF,OFF,ON
19.72028166988317,56.40000958554839,347,OFF,OFF,OFF
22.497522590170785,37.16171208662947,684,OFF,OFF,ON
33.42941307876575,31.632800179380922,563,ON,OFF,ON
12.95438109214172,76.94864180518614,511,OFF,ON,OFF
25.456644859876338,69.6417014474681,592,ON,OFF,OFF
14.200674854990488,67.99476190523627,706,OFF,ON,OFF
19.786044255532204,76.15397410085984,726,OFF,OFF,OFF
27.428249181315216,51.91911496387324,835,ON,OFF,OFF
22.411380375135483,52.73368923499452,998,OFF,OFF,OFF
16.81993595992017,90.0,549,OFF,ON,OFF
18.59447631537962,55.95290140191383,420,OFF,OFF,OFF
25.42402501565095,72.93775049988439,712,ON,OFF,OFF
18.5207270466515,60.32933798870551,260,OFF,OFF,OFF
23.156458783484442,30.1,380,OFF,OFF,ON
22.319783638941562,30.1,811,OFF,OFF,ON
18.906373050616462,50.20168489854979,522,OFF,OFF,OFF
32.593581393278974,78.49096919776679,243,ON,OFF,OFF
25.200378329956997,73.85748556433008,171,ON,OFF,OFF
12.181400789403908,76.03375221623516,567,OFF,ON,OFF
23.009555462934596,43.141637598160685,848,OFF,OFF,ON
18.856501009247687,88.17580095858663,844,OFF,OFF,OFF
26.2702418174522,43.52491363839474,583,ON,OFF,ON
18.216415587055497,63.901090532905044,998,OFF,OFF,OFF
21.534901518239593,60.0398191181965,527,OFF,OFF,OFF
24.569118239889878,57.21066605981369,518,OFF,OFF,OFF
26.33546670257774,83.37845987788495,100,ON,OFF,OFF
16.21991341746755,48.01952205345385,439,OFF,ON,ON
20.45891557173035,36.86885432398209,773,OFF,OFF,ON
19.771290186849058,60.564878438488215,956,OFF,OFF,OFF
18.897908292037254,53.30136203101869,341,OFF,OFF,OFF
30.740464930162332,90.0,673,ON,OFF,OFF
24.07948300933284,71.92346161963269,823,OFF,OFF,OFF
15.923271957712174,53.13675916738939,557,OFF,ON,OFF
26.59058551713496,41.94670895744765,100,ON,OFF,ON
32.48690613621932,30.1,618,ON,OFF,ON
27.1516924728542,42.4811924827374,750,ON,OFF,ON
14.657703845843223,62.20758306267568,310,OFF,ON,OFF
19.72581166931017,84.91372668566207,489,OFF,OFF,OFF
28.299558226816977,79.62573219292608,257,ON,OFF,OFF
18.631854180626608,64.1825919663976,100,OFF,OFF,OFF
24.26963556768451,54.62767201477257,818,OFF,OFF,OFF
25.889330335985292,64.86976115068124,553,ON,OFF,OFF
17.55833482234332,51.24575964146934,965,OFF,ON,OFF
21.805219392203956,89.94904852985532,775,OFF,OFF,OFF
6.227157082627233,56.94567141753715,463,OFF,ON,OFF
17.08117675276752,58.72516163838731,533,OFF,ON,OFF
20.86006648250783,30.1,700,OFF,OFF,ON
15.987414383248971,56.83762990312553,803,OFF,ON,OFF
30.089076111484246,74.69128344772555,637,ON,OFF,OFF
15.094574123365152,41.745822148890205,838,OFF,ON,ON
19.942167404702722,47.23040795102321,478,OFF,OFF,ON
22.73677656433839,73.93394674307784,298,OFF,OFF,OFF
29.153249158742543,34.6706761244635,537,ON,OFF,ON
15.066564761792318,78.52037737118351,607,OFF,ON,OFF
27.79160270322668,51.012088653246174,245,ON,OFF,OFF
22.14676216134535,53.49615019535176,210,OFF,OFF,OFF
17.29111570627469,40.77424713743325,669,OFF,ON,ON
24.359155714545608,66.75966172130511,450,OFF,OFF,OFF
23.07127241188531,90.0,511,OFF,OFF,OFF
19.157950616720008,73.73993256636214,462,OFF,OFF,OFF
22.43841684981362,45.2655745678329,945,OFF,OFF,ON
20.21013420288976,79.86676580339959,879,OFF,OFF,OFF
22.652450247760964,54.73992563568589,236,OFF,OFF,OFF
25.33850482735497,83.99945667670507,417,ON,OFF,OFF
29.861925002064194,74.17556758637167,773,ON,OFF,OFF
16.036216954226248,30.1,709,OFF,ON,ON
32.54016166477461,42.84693482469738,543,ON,OFF,ON
12.539082849019001,76.55812436772263,262,OFF,ON,OFF
21.353508357926827,62.84281299202102,379,OFF,OFF,OFF
24.97710820558683,42.50650683382578,421,OFF,OFF,ON
23.472418856036725,49.25693628632811,625,OFF,OFF,ON
19.047873806585848,30.1,992,OFF,OFF,ON
21.077677155913307,58.68994584168232,377,OFF,OFF,OFF
19.6828884153346,90.0,290,OFF,OFF,OFF
19.211083462105815,74.14541103077025,526,OFF,OFF,OFF
26.25637985168094,90.0,819,ON,OFF,OFF
23.84463654928131,75.4856422563302,182,OFF,OFF,OFF
18.704119682127324,77.9957698240136,928,OFF,OFF,OFF
26.501172959155078,90.0,510,ON,OFF,OFF
23.601223222298398,66.74611469841038,365,OFF,OFF,OFF
26.076497990659686,56.97963165936318,143,ON,OFF,OFF
25.17937326485769,78.08535952333506,736,ON,OFF,OFF
18.03783464227999,85.37241449937076,510,OFF,OFF,OFF
19.353969264976918,51.91486321247886,598,OFF,OFF,OFF
25.755469322293862,47.7347657195601,322,ON,OFF,ON
25.085081739628666,62.62133349388866,472,ON,OFF,OFF
21.99432440939636,74.60503122909981,429,OFF,OFF,OFF
22.671104497716005,74.02702886453294,528,OFF,OFF,OFF
28.352209427155127,35.57882062390182,382,ON,OFF,ON
19.200279616515974,90.0,160,OFF,OFF,OFF
24.77529265600194,49.12587094368504,998,OFF,OFF,ON
21.106708939881166,55.6329301160518,203,OFF,OFF,OFF
21.03087576090051,44.6017350672009,601,OFF,OFF,ON
27.476359308955363,90.0,100,ON,OFF,OFF
26.13796450192741,64.40709227217747,100,ON,OFF,OFF
26.079668286284488,45.49585947235132,579,ON,OFF,ON
28.48838855371818,75.16602396770368,599,ON,OFF,OFF
22.199496761560624,73.52606187481388,879,OFF,OFF,OFF
25.435556372016705,56.97098610886839,657,ON,OFF,OFF
20.5775695133935,74.76260980534335,516,OFF,OFF,OFF
23.683804574002895,45.94021366163536,310,OFF,OFF,ON
21.459469513710523,51.69074710881095,940,OFF,OFF,OFF
22.571560253411565,30.1,793,OFF,OFF,ON
25.01059650424879,37.312707665846744,234,ON,OFF,ON
18.090586609259226,90.0,564,OFF,OFF,OFF
32.3411551250894,88.61795817587542,591,ON,OFF,OFF
17.17111900886017,61.357164721860194,465,OFF,ON,OFF
16.151896071121538,88.9899872738727,753,OFF,ON,OFF
27.76686340666389,57.44941399142635,768,ON,OFF,OFF
25.972703917065456,56.00758686316788,505,ON,OFF,OFF
25.152400640067896,61.19664223574323,482,ON,OFF,OFF
25.17308996588767,58.05760857988069,940,ON,OFF,OFF
22.036699103296804,56.495728484642804,794,OFF,OFF,OFF
17.70363137331006,80.00132789519776,573,OFF,ON,OFF
22.467805436961456,62.816486851714814,135,OFF,OFF,OFF
18.78122257592319,72.54586752940898,643,OFF,OFF,OFF
26.87092420209252,78.06326577238163,734,ON,OFF,OFF
21.376655620142312,66.93508997852757,100,OFF,OFF,OFF
18.054960219002268,43.431866209831725,619,OFF,OFF,ON
20.523129586852125,36.81244077088898,447,OFF,OFF,ON
24.118405586123643,62.793043109721125,497,OFF,OFF,OFF
19.336619944867316,57.25595276875342,321,OFF,OFF,OFF
18.07100369893639,61.73092328271551,516,OFF,OFF,OFF
23.28977228622884,59.94117081454094,912,OFF,OFF,OFF
23.29603613286606,90.0,439,OFF,OFF,OFF
19.614626093737506,37.204138351606474,802,OFF,OFF,ON
19.790419197338576,30.1,347,OFF,OFF,ON
23.232795264682593,65.96951623715594,749,OFF,OFF,OFF
15.006723943998626,53.70628734212439,555,OFF,ON,OFF
15.205605477711398,65.68734816626176,645,OFF,ON,OFF
18.579100118394276,70.32092795263226,556,OFF,OFF,OFF
21.051606014535146,82.43575027901099,719,OFF,OFF,OFF
23.618888496782674,34.14179629378668,100,OFF,OFF,ON
29.320121889758994,50.58692366840836,189,ON,OFF,OFF
26.29583014197459,67.63710270795598,661,ON,OFF,OFF
21.31358849076555,73.54903497049834,100,OFF,OFF,OFF
22.003555409801372,90.0,418,OFF,OFF,OFF
17.188196617379198,76.75395467355114,540,OFF,ON,OFF
22.006018489964447,59.23640554475257,341,OFF,OFF,OFF
20.68336457949237,44.81313419858733,376,OFF,OFF,ON
23.676716068258912,50.45591817205533,624,OFF,OFF,OFF
18.046471656702394,49.964333721696875,814,OFF,OFF,ON
24.639422200026697,71.55539405217371,308,OFF,OFF,OFF
29.601072142513207,64.66534653313425,406,ON,OFF,OFF
21.564161925072916,37.31792427244066,366,OFF,OFF,ON
24.06347288327607,52.67721824978763,100,OFF,OFF,OFF
25.475660260723945,75.40173843932311,591,ON,OFF,OFF
20.13225287513872,66.30318295290652,794,OFF,OFF,OFF
23.193834928186625,70.05728203640417,816,OFF,OFF,OFF
22.158313676839025,66.84401387478381,330,OFF,OFF,OFF
22.57489024150275,88.35847347642539,232,OFF,OFF,OFF
18.311942775511135,64.30280618080599,560,OFF,OFF,OFF
22.216664045521217,53.54018959599681,767,OFF,OFF,OFF
24.53489959898057,44.37507481005829,594,OFF,OFF,ON
29.201575025813934,64.53752393369774,628,ON,OFF,OFF
26.79332668877872,30.1,848,ON,OFF,ON
32.63881318013262,57.030468733062264,364,ON,OFF,OFF
18.339665460595082,56.65760849918034,498,OFF,OFF,OFF
26.367611632511284,36.611658518182224,974,ON,OFF,ON
22.994317349895745,44.15862037139604,503,OFF,OFF,ON
32.818109947508376,74.2271453041929,228,ON,OFF,OFF
18.139167459996287,64.21056691793363,382,OFF,OFF,OFF
17.985315221606555,61.98001003666545,313,OFF,ON,OFF
19.1619861208793,65.51917265027437,646,OFF,OFF,OFF
11.69789755773248,61.82151621744193,324,OFF,ON,OFF
19.522521795072617,81.72220323417415,624,OFF,OFF,OFF
18.379886272180936,62.35442722284551,365,OFF,OFF,OFF
22.833000242715094,34.98978523037207,100,OFF,OFF,ON
23.769924771357335,88.42247537631836,633,OFF,OFF,OFF
31.282542221652296,66.626337174441,592,ON,OFF,OFF
26.750011131000036,50.02400787967838,687,ON,OFF,OFF
19.272094007017905,38.5333111782759,381,OFF,OFF,ON
17.69795045271779,67.06880263415736,354,OFF,ON,OFF
24.505135744288186,58.19168742064909,657,OFF,OFF,OFF
15.632693286968227,87.45388744025409,945,OFF,ON,OFF
31.063628347328937,54.234244610670174,557,ON,OFF,OFF
27.871293100805854,45.731059875998184,663,ON,OFF,ON
19.79953889737778,75.71746607260809,471,OFF,OFF,OFF
13.709017103453025,76.22760981899167,157,OFF,ON,OFF
28.725327314331278,63.136834807008526,803,ON,OFF,OFF
21.53586406897164,71.92085898987685,788,OFF,OFF,OFF
28.157107585227628,59.56688799980864,737,ON,OFF,OFF
14.290215400281877,64.26512435295054,507,OFF,ON,OFF
19.16207240199591,80.37491335792274,708,OFF,OFF,OFF
22.122333850806996,71.03781727378484,784,OFF,OFF,OFF
22.326681010109528,57.290241853708004,971,OFF,OFF,OFF
19.8931038646275,83.61670734759858,808,OFF,OFF,OFF
25.146183183355646,30.1,571,ON,OFF,ON
16.8695055772233,90.0,218,OFF,ON,OFF
21.3995589740983,30.703430410257845,594,OFF,OFF,ON
22.685637278440048,49.36933819681914,620,OFF,OFF,ON
24.61539380675611,59.51099727455471,736,OFF,OFF,OFF
25.580783431463768,57.68460617484533,902,ON,OFF,OFF
16.590322973734768,77.63125846797519,530,OFF,ON,OFF
14.58551504425354,41.916863169928305,998,OFF,ON,ON
28.352267818340504,64.73056198216231,102,ON,OFF,OFF
23.72369616416587,50.21504369308023,662,OFF,OFF,OFF
18.43201054856622,65.32528345338159,349,OFF,OFF,OFF
29.69122396396435,59.09827690128645,100,ON,OFF,OFF
22.66301250682499,61.82684617174435,502,OFF,OFF,OFF
27.870593271540177,50.70445327863196,179,ON,OFF,OFF
22.42723614470396,51.39410275158776,513,OFF,OFF,OFF
32.1862463421873,65.18914790816531,563,ON,OFF,OFF
30.69094892840225,76.5465373178793,842,ON,OFF,OFF
20.877711967981426,49.86785221377192,166,OFF,OFF,ON
26.85354908034607,45.188024757808705,788,ON,OFF,ON
25.256472358869726,70.83265424008644,579,ON,OFF,OFF
28.797589452268376,59.65656514764079,819,ON,OFF,OFF
17.372318120493997,74.58771713800161,443,OFF,ON,OFF
25.455622899321167,44.54735927191958,211,ON,OFF,ON
27.278790913525434,30.1,241,ON,OFF,ON
13.485731598054373,50.99720612468567,222,OFF,ON,OFF
16.303332306166105,46.9599475543328,677,OFF,ON,ON
12.112417028553926,58.855777910186745,934,OFF,ON,OFF
20.777622948398406,49.20060810661987,409,OFF,OFF,ON
25.60980434507565,73.03956650040247,716,ON,OFF,OFF
29.45232013035695,55.233522469692225,162,ON,OFF,OFF
22.459434228726465,62.82234934486738,600,OFF,OFF,OFF
30.070491776064614,62.946228473535136,726,ON,OFF,OFF
15.33957355816646,63.591926337067356,182,OFF,ON,OFF
13.756764111951917,59.80146069598121,502,OFF,ON,OFF
21.824694318667756,69.05304027551703,738,OFF,OFF,OFF
23.977075323639138,46.45297255982756,100,OFF,OFF,ON
21.9365841869691,84.43083178716324,898,OFF,OFF,OFF
11.974299000998094,56.12649805684705,645,OFF,ON,OFF
21.660321463601004,37.527278825230596,738,OFF,OFF,ON
15.709873650293463,63.472862610332385,448,OFF,ON,OFF
25.37543044499053,45.492305732163075,111,ON,OFF,ON
23.891554506545372,71.7301539692159,691,OFF,OFF,OFF
17.494933945388357,90.0,533,OFF,ON,OFF
19.580726901314886,46.61012199909636,562,OFF,OFF,ON
16.910666466266186,65.96943837569574,834,OFF,ON,OFF
21.789778423908608,30.1,750,OFF,OFF,ON
26.77311319643529,68.07212885426449,998,ON,OFF,OFF
17.270467002858616,44.89483064640518,594,OFF,ON,ON
24.564512187006642,49.40840835076884,376,OFF,OFF,ON
19.500476722854177,41.16511912882439,506,OFF,OFF,ON
18.21469170760689,72.88617695143522,661,OFF,OFF,OFF
21.572631107428574,77.64671411947364,815,OFF,OFF,OFF
17.02803136915566,60.62352552057858,177,OFF,ON,OFF
19.385949159321296,45.263127397646336,556,OFF,OFF,ON
16.231754657031217,87.71991824860011,968,OFF,ON,OFF
31.71611110058118,47.23577496501704,492,ON,OFF,ON
22.269313439749347,30.1,794,OFF,OFF,ON
18.67074843022558,68.14970457978276,681,OFF,OFF,OFF
23.1443229743177,41.10476863035366,800,OFF,OFF,ON
21.546693196302133,77.32325450003464,346,OFF,OFF,OFF
21.014775510531067,53.62470873520988,347,OFF,OFF,OFF
25.103669386020318,70.66401869120132,559,ON,OFF,OFF
25.805478393973175,84.46686058783177,160,ON,OFF,OFF
19.49928438429744,39.30396535689198,485,OFF,OFF,ON
19.277408285442377,50.42741793682241,619,OFF,OFF,OFF
20.74998525074033,58.90971207036423,998,OFF,OFF,OFF
10.82627081440059,86.8207342577776,658,OFF,ON,OFF
14.678164091650554,48.827978923010434,715,OFF,ON,ON
28.788985619958364,49.933176079519,854,ON,OFF,ON
30.150553293368805,68.49143451640023,306,ON,OFF,OFF
20.87735998353788,50.23205742414649,512,OFF,OFF,OFF
24.919529116575013,62.85784118287237,998,OFF,OFF,OFF
23.620565839561216,33.375143119720356,534,OFF,OFF,ON
37.1711060760861,90.0,841,ON,OFF,OFF
27.57818826542581,36.901658237038546,802,ON,OFF,ON
21.47036555735401,54.65215284763796,174,OFF,OFF,OFF
17.418258134055794,59.65696060970163,634,OFF,ON,OFF
